Time Series ID	Fly ID	Fly Genotype 	Age	Sex	Stimulus 	Frames (imaging)	Rotation	Z-depth	Layer 	Imaging Frame Rate (Hz)	Wavelength	Transmission (%)	Gain	Offset 	Color Filter 	ND	Dither Hold	isMoving?	isResponding?	comments
161230_fly5_LDM_028	19	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	6	F	300ms_searchStimFlash	5000	22	11663.47	2	80	920	10	95	73	482/18	1.3	0	0		
161230_fly5_LDM_029	19	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	6	F	fullfield_LDflash20ms_Gray500ms	10000	22	11663.47	2	80	920	10	95	73	482/18	1.3	0	0		
161230_fly6_LDM_030	20	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	6	F	300ms_searchStimFlash	5000	20	12075.1	2	80	920	6	95	73	482/18	1.3	0	0	1	cells 2-7 responding
161230_fly6_LDM_031	20	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	6	F	fullfield_LDflash20ms_Gray500ms	10000	20	12075.1	2	80	920	7	95	73	482/18	1.3	0	0		
161230_fly6_LDM_032	20	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	6	F	300ms_searchStimFlash	5000	20	12080.15	2	80	920	6	95	73	482/18	1.3	0	0	1	cells 2-7 responding
161230_fly6_LDM_033	20	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	6	F	fullfield_LDflash20ms_Gray500ms	10000	20	12080.15	2	80	920	6	95	73	482/18	1.3	0	0		
161230_fly6_LDM_034	20	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	6	F	300ms_searchStimFlash	5000	20	12091.25	2	80	920	8	95	73	482/18	1.3	0	0	1	cells 6 and 7 responding
161230_fly6_LDM_035	20	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	6	F	fullfield_LDflash20ms_Gray500ms	10000	20	12091.25	2	80	920	8	95	73	482/18	1.3	0	0		1 movement spike
161230_fly7_LDM_036	21	GMR16H03-lexA_lexAop-ASAP2f_UAS-shi[ts]R(5)+37-1hr	7	F	300ms_searchStimFlash	5000	24	11760.53	2	80	920	7	95	73	482/18	1.3	0	0	1	cells 1-8 responding
161230_fly7_LDM_037	21	GMR16H03-lexA_lexAop-ASAP2f_UAS-shi[ts]R(5)+37-1hr	7	F	fullfield_LDflash20ms_Gray500ms	10000	24	11760.53	2	80	920	8	95	73	482/18	1.3	0	0		
161230_fly7_LDM_038	21	GMR16H03-lexA_lexAop-ASAP2f_UAS-shi[ts]R(5)+37-1hr	7	F	300ms_searchStimFlash	5000	26	11771.17	2	80	920	7	95	73	482/18	1.3	0	0		
161230_fly7_LDM_039	21	GMR16H03-lexA_lexAop-ASAP2f_UAS-shi[ts]R(5)+37-1hr	7	F	fullfield_LDflash20ms_Gray500ms	10000	26	11771.17	2	80	920	7	95	73	482/18	1.3	0	0		
161230_fly7_LDM_040	21	GMR16H03-lexA_lexAop-ASAP2f_UAS-shi[ts]R(5)+37-1hr	7	F	300ms_searchStimFlash	5000	27	11777.95	2	80	920	7	95	73	482/18	1.3	0	0		
161230_fly7_LDM_041	21	GMR16H03-lexA_lexAop-ASAP2f_UAS-shi[ts]R(5)+37-1hr	7	F	fullfield_LDflash20ms_Gray500ms	10000	27	11777.95	2	80	920	7	95	73	482/18	1.3	0	0		
161230_fly8_LDM_042	22	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	6	F	300ms_searchStimFlash	5000	26	11789.48	2	80	920	12	95	73	482/18	1.3	0	0	1	cells 1-7 responding
161230_fly8_LDM_043	22	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	6	F	fullfield_LDflash20ms_Gray500ms	10000	26	11789.48	2	80	920	14	95	73	482/18	1.3	0	0		
161230_fly8_LDM_044	22	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	6	F	300ms_searchStimFlash	5000	24	11800.98	2	80	920	9	95	73	482/18	1.3	0	0	1	cells 2-6 responding
161230_fly8_LDM_045	22	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	6	F	fullfield_LDflash20ms_Gray500ms	10000	24	11800.98	2	80	920	9	95	73	482/18	1.3	0	0		
161230_fly8_LDM_046	22	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	6	F	300ms_searchStimFlash	5000	24	11814.35	2	80	920	12	95	73	482/18	1.3	0	0		
161230_fly8_LDM_047	22	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	6	F	fullfield_LDflash20ms_Gray500ms	10000	24	11814.35	2	80	920	12	95	73	482/18	1.3	0	0		
161230_fly9_LDM_048	23	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	7	F	300ms_searchStimFlash	5000	24	11786.33	2	80	920	8	95	73	482/18	1.3	0	0	1	cells 3-7 responding
161230_fly9_LDM_049	23	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	7	F	fullfield_LDflash20ms_Gray500ms	10000	24	11786.33	2	80	920	10	95	73	482/18	1.3	0	0		
161230_fly9_LDM_050	23	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	7	F	300ms_searchStimFlash	5000	25	11793.61	2	80	920	6	95	73	482/18	1.3	0	0	1	cells 4-8 responding
161230_fly9_LDM_051	23	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	7	F	fullfield_LDflash20ms_Gray500ms	10000	25	11793.61	2	80	920	6	90	73	482/18	1.3	0	0		
161230_fly9_LDM_052	23	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	7	F	300ms_searchStimFlash	5000	21	11800.65	2	80	920	8	90	73	482/18	1.3	0	0	1	 cells 4-7 responding
161230_fly9_LDM_053	23	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr	7	F	fullfield_LDflash20ms_Gray500ms	10000	21	11800.65	2	80	920	8	95	73	482/18	1.3	0	0		
161230_fly10_LDM_054	24	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	7	F	300ms_searchStimFlash	5000	20	11816.94	2	80	920	10	95	73	482/18	1.3	0	0	1	cells 2-7 responding
161230_fly10_LDM_055	24	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	7	F	fullfield_LDflash20ms_Gray500ms	10000	20	11816.94	2	80	920	11	95	73	482/18	1.3	0	0		
161230_fly10_LDM_056	24	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	7	F	300ms_searchStimFlash	5000	20	11821.32	2	80	920	12	95	73	482/18	1.3	0	0	1	cells 3-8 responding
161230_fly10_LDM_057	24	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	7	F	fullfield_LDflash20ms_Gray500ms	10000	20	11821.32	2	80	920	12	95	73	482/18	1.3	0	1		movement spikes
161230_fly10_LDM_058	24	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	7	F	300ms_searchStimFlash	5000	26	11830.18	2	80	920	12	95	73	482/18	1.3	0	0	1	cells 4-8 responding
161230_fly10_LDM_059	24	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4+37-1hr	7	F	fullfield_LDflash20ms_Gray500ms	10000	26	11830.18	2	80	920	12	95	73	482/18	1.3	0	0		
161231_fly1_LDM	25	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	300ms_searchStimFlash	5000	20	11810.01	2	80	920	6	80	73	482/18	1.3	0	0		mild movement
161231_fly1_LDM_001	25	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	fullfield_LDflash20ms_Gray500ms	10000	20	11810.01	2	80	920	6	95	73	482/18	1.3	0	0		mild movement
161231_fly1_LDM_002	25	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	300ms_searchStimFlash	5000	24	11817.75	2	80	920	6	95	73	482/18	1.3	0	0		mild movement
161231_fly1_LDM_003	25	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	fullfield_LDflash20ms_Gray500ms	10000	24	11817.75	2	80	920	6	95	73	482/18	1.3	0	0		mild movement
161231_fly1_LDM_004	25	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	300ms_searchStimFlash	5000	24	11827.91	2	80	920	9	95	73	482/18	1.3	0	0		mild movement
161231_fly1_LDM_005	25	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	fullfield_LDflash20ms_Gray500ms	10000	24	11827.91	2	80	920	9	95	73	482/18	1.3	0	0		mild movement
161231_fly2_LDM_006	26	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	300ms_searchStimFlash	5000	19	11659.54	2	80	920	6	95	73	482/18	1.3	0	0		mild movement
161231_fly2_LDM_007	26	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	fullfield_LDflash20ms_Gray500ms	10000	19	11659.54	2	80	920	7	95	73	482/18	1.3	0	0		mild movement
161231_fly2_LDM_008	26	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	300ms_searchStimFlash	5000	23	11665.97	2	80	920	6	95	73	482/18	1.3	0	0		
161231_fly2_LDM_009	26	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	fullfield_LDflash20ms_Gray500ms	10000	23	11665.97	2	80	920	6	95	73	482/18	1.3	0	0		
161231_fly2_LDM_010	26	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	300ms_searchStimFlash	5000	23	11677.98	2	80	920	9	95	73	482/18	1.3	0	0		
161231_fly2_LDM_011	26	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	7	F	fullfield_LDflash20ms_Gray500ms	10000	23	11677.98	2	80	920	9	95	73	482/18	1.3	0	0		
161231_fly3_LDM_012	27	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	300ms_searchStimFlash	5000	20	11702.53	2	80	920	7	95	73	482/18	1.3	0	0		
161231_fly3_LDM_013	27	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	fullfield_LDflash20ms_Gray500ms	10000	20	11702.53	2	80	920	7	95	73	482/18	1.3	0	0		
161231_fly3_LDM_014	27	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	300ms_searchStimFlash	5000	23	11708.92	2	80	920	10	95	73	482/18	1.3	0	0		
161231_fly3_LDM_015	27	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	fullfield_LDflash20ms_Gray500ms	10000	23	11708.92	2	80	920	10	95	73	482/18	1.3	0	0		
161231_fly3_LDM_016	27	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	300ms_searchStimFlash	5000	25	11715.76	2	80	920	12	95	73	482/18	1.3	0	0		
161231_fly3_LDM_017	27	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	fullfield_LDflash20ms_Gray500ms	10000	25	11715.76	2	80	920	12	95	73	482/18	1.3	0	0		
161231_fly4_LDM_018	28	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	300ms_searchStimFlash	5000	20	11700.96	2	80	920	12	95	73	482/18	1.3	0	0		
161231_fly4_LDM_019	28	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	fullfield_LDflash20ms_Gray500ms	10000	20	11700.96	2	80	920	12	95	73	482/18	1.3	0	0		
161231_fly4_LDM_020	28	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	300ms_searchStimFlash	5000	22	11704.9	2	80	920	12	95	73	482/18	1.3	0	0		
161231_fly4_LDM_021	28	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	fullfield_LDflash20ms_Gray500ms	10000	22	11704.9	2	80	920	12	95	73	482/18	1.3	0	0		
161231_fly4_LDM_022	28	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	300ms_searchStimFlash	5000	24	11717.99	2	80	920	14	95	73	482/18	1.3	0	0		wavey
161231_fly4_LDM_023	28	GMR16H03-lexA_lexAop-ASAP2f_ort[C1-4]-Gal4_UAS-shi[ts]R(5)+37-1hr+5mM_4-AP	6	F	fullfield_LDflash20ms_Gray500ms	10000	24	11717.99	2	80	920	14	95	73	482/18	1.3	0	0		
170206_fly1_LDM	29	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	5	F	300ms_searchStimFlash	5000	22	11737.33	5	80	920	15	95	74	482/18	1.3	0	0		
170206_fly1_LDM_001	29	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	5	F	fullfield_LDflash20ms_Gray500ms	10000	22	11737.33	5	80	920	15	95	74	482/18	1.3	0	0		
170206_fly1_LDM_002	29	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	5	F	300ms_searchStimFlash	5000	22	11749.96	5	80	920	15	95	74	482/18	1.3	0	0		
170206_fly1_LDM_003	29	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	5	F	fullfield_LDflash20ms_Gray500ms	10000	22	11749.96	5	80	920	15	95	74	482/18	1.3	0	0		
170206_fly1_LDM_004	29	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	5	F	300ms_searchStimFlash	5000	22	11751.96	1	80	920	20	95	74	482/18	1.3	0	0		
170206_fly1_LDM_005	29	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	5	F	fullfield_LDflash20ms_Gray500ms	10000	22	11751.96	1	80	920	20	95	74	482/18	1.3	0	0		
170206_fly1_LDM_006	29	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	5	F	300ms_searchStimFlash	5000	30	11762.63	1	80	920	20	95	74	482/18	1.3	0	0		
170206_fly1_LDM_007	29	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	5	F	fullfield_LDflash20ms_Gray500ms	10000	30	11762.63	1	80	920	20	95	74	482/18	1.3	0	0		
170206_fly2_LDM_008	30	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	300ms_searchStimFlash	5000	27	11566.76	5	80	920	15	95	75	482/18	1.3	0	0		"some movement, cells 2-4"
170206_fly2_LDM_009	30	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	27	11566.76	5	80	920	15	95	75	482/18	1.3	0	0		"some movement, cells 2-4"
170206_fly2_LDM_010	30	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	300ms_searchStimFlash	5000	20	11576.84	5	80	920	10	95	75	482/18	1.3	0	0		mild movement
170206_fly2_LDM_011	30	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	20	11576.84	5	80	920	10	95	75	482/18	1.3	0	0		mild movement
170206_fly2_LDM_012	30	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	300ms_searchStimFlash	5000	30	11582.15	1	80	920	15	95	75	482/18	1.3	0	0		
170206_fly2_LDM_013	30	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	30	11582.15	1	80	920	15	95	75	482/18	1.3	0	0		mild movement
170206_fly2_LDM_014	30	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	300ms_searchStimFlash	5000	21	11594.45	1	80	920	15	95	75	482/18	1.3	0	0		mild movement
170206_fly2_LDM_015	30	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	21	11594.45	1	80	920	15	95	75	482/18	1.3	0	0		
170206_fly2_LDM_016	30	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	21	11594.45	1	80	920	15	95	75	482/18	1.3	0	0		mild movement
170206_fly3_LDM_017	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	300ms_searchStimFlash	5000	26	11677.19	5	80	920	14	95	76	482/18	1.3	0	0		
170206_fly3_LDM_018	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	26	11677.19	5	80	920	14	95	76	482/18	1.3	0	0		
170206_fly3_LDM_019	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	300ms_searchStimFlash	5000	26	11683.12	5	80	920	15	95	76	482/18	1.3	0	0		
170206_fly3_LDM_020	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	26	11683.12	5	80	920	15	95	76	482/18	1.3	0	0		
170206_fly3_LDM_021	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	300ms_searchStimFlash	5000	25	11692.77	1	80	920	16	95	76	482/18	1.3	0	0		
170206_fly3_LDM_022	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	25	11692.77	1	80	920	16	95	76	482/18	1.3	0	0		
170206_fly3_LDM_023	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	300ms_searchStimFlash	5000	24	11698.62	1	80	920	15	95	76	482/18	1.3	0	0		
170206_fly3_LDM_024	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	24	11698.62	1	80	920	15	95	76	482/18	1.3	0	0		
170206_fly3_LDM_025	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	300ms_searchStimFlash	5000	18	11708.16	1	80	920	15	95	76	482/18	1.3	0	0		
170206_fly3_LDM_026	31	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA-lexAopTNT	5	F	fullfield_LDflash20ms_Gray500ms	10000	18	11708.16	1	80	920	15	95	76	482/18	1.3	0	0		mild movement
170213_fly1_LDM	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	300ms_searchStimFlash	5000	16	11744.71	5	80	920	10	95	74	482/18	1.3	0	0		
170213_fly1_LDM_001	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	fullfield_LDflash20ms_Gray500ms	10000	16	11744.71	5	80	920	14	95	74	482/18	1.3	0	0		
170213_fly1_LDM_002	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	300ms_searchStimFlash	5000	19	11750.65	5	80	920	13	95	74	482/18	1.3	0	0		mild movement
170213_fly1_LDM_003	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	fullfield_LDflash20ms_Gray500ms	10000	19	11750.65	5	80	920	13	95	74	482/18	1.3	0	0		mild movement
170213_fly1_LDM_004	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	300ms_searchStimFlash	5000	20	11761.41	5	80	920	13	95	74	482/18	1.3	0	0		
170213_fly1_LDM_005	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	fullfield_LDflash20ms_Gray500ms	10000	20	11761.41	5	80	920	15	95	74	482/18	1.3	0	0		
170213_fly1_LDM_006	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	300ms_searchStimFlash	5000	20	11762.27	5	80	920	14	95	74	482/18	1.3	0	0		
170213_fly1_LDM_007	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	fullfield_LDflash20ms_Gray500ms	10000	20	11762.27	5	80	920	14	95	74	482/18	1.3	0	0		mild movement
170213_fly1_LDM_008	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	300ms_searchStimFlash	5000	18	11761.28	1	80	920	12	95	74	482/18	1.3	0	0	1	mild movement
170213_fly1_LDM_009	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	fullfield_LDflash20ms_Gray500ms	10000	18	11761.28	1	80	920	13	95	74	482/18	1.3	0	0		
170213_fly1_LDM_010	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	300ms_searchStimFlash	5000	20	11773.37	1	80	920	13	95	74	482/18	1.3	0	0		
170213_fly1_LDM_011	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	fullfield_LDflash20ms_Gray500ms	10000	20	11773.37	1	80	920	13	95	74	482/18	1.3	0	0		
170213_fly1_LDM_012	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	300ms_searchStimFlash	5000	25	11777.85	1	80	920	15	95	74	482/18	1.3	0	0		mild movement
170213_fly1_LDM_013	32	R48A08AD-R66A01DBD-ASAP2f_ortC1-3lexA	6	F	fullfield_LDflash20ms_Gray500ms	10000	25	11777.85	1	80	920	15	95	74	482/18	1.3	0	0		mild movement
170213_fly2_LDM_014	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	300ms_searchStimFlash	5000	23	11659.29	5	80	920	10	95	75	482/18	1.3	0	0	1	cells 1-3 responding
170213_fly2_LDM_015	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	fullfield_LDflash20ms_Gray500ms	10000	23	11659.29	5	80	920	12	95	75	482/18	1.3	0	0		
170213_fly2_LDM_016	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	300ms_searchStimFlash	5000	25	11667.1	5	80	920	12	95	75	482/18	1.3	0	0		
170213_fly2_LDM_017	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	fullfield_LDflash20ms_Gray500ms	10000	25	11667.1	5	80	920	14	95	75	482/18	1.3	0	0		
170213_fly2_LDM_018	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	300ms_searchStimFlash	5000	20	11675.57	5	80	920	14	95	75	482/18	1.3	0	0		
170213_fly2_LDM_019	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	fullfield_LDflash20ms_Gray500ms	10000	20	11675.57	5	80	920	14	95	75	482/18	1.3	0	0		
170213_fly2_LDM_020	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	300ms_searchStimFlash	5000	24	11677.13	1	80	920	12	95	75	482/18	1.3	0	0	1	cells 1-4 responding
170213_fly2_LDM_021	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	fullfield_LDflash20ms_Gray500ms	10000	24	11677.13	1	80	920	14	95	75	482/18	1.3	0	0		
170213_fly2_LDM_022	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	300ms_searchStimFlash	5000	16	11682.94	1	80	920	12	95	75	482/18	1.3	0	0		
170213_fly2_LDM_023	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	fullfield_LDflash20ms_Gray500ms	10000	16	11682.94	1	80	920	14	95	75	482/18	1.3	0	0		
170213_fly2_LDM_024	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	300ms_searchStimFlash	5000	25	11725.86	1	80	920	13	95	75	482/18	1.3	0	0		
170213_fly2_LDM_025	33	R48A08AD-R66A01DBD-ASAP2f_lexAopTNT	7	F	fullfield_LDflash20ms_Gray500ms	10000	25	11725.86	1	80	920	15	95	75	482/18	1.3	0	0		wavey at beginning
170213_fly3_LDM_026	34	R59E08AD-R42F06DBD-GCaMP6f	12	F	movingBar_darkC1_5deg_4dir_20ds	2000	5	12046.05	20	22	920	6	80	75	482/18	1.3	0			
170213_fly3_LDM_027	34	R59E08AD-R42F06DBD-GCaMP6f	12	F	movingEdge_4dir_20ds	2200	5	12046.05	20	22	920	6	80	75	482/18	1.3	0			
170213_fly3_LDM_028	34	R59E08AD-R42F06DBD-GCaMP6f	12	F	staticMovingGrating_20deg_20ds_c1_12dir	4000	5	12046.05	20	22	920	6	80	75	482/18	1.3	0			
170213_fly3_LDM_029	34	R59E08AD-R42F06DBD-GCaMP6f	12	F	movingBar_darkC1_5deg_4dir_20ds	2000	5	12050.5	20	22	920	6	95	75	482/18	1.3	0			
170213_fly3_LDM_030	34	R59E08AD-R42F06DBD-GCaMP6f	12	F	movingEdge_4dir_20ds	2200	5	12050.5	20	22	920	6	95	75	482/18	1.3	0			
170213_fly3_LDM_031	34	R59E08AD-R42F06DBD-GCaMP6f	12	F	staticMovingGrating_20deg_20ds_c1_12dir	4000	5	12050.5	20	22	920	6	95	75	482/18	1.3	0			
170216_fly1_LDM	35	R59E08AD-R42F06DBD-GCaMP6f	11	F	movingBar_darkC1_5deg_4dir_20ds	2000	-5	11902.63	20	22	920	6	95	72	482/18	1.3	0			
170216_fly1_LDM_001	35	R59E08AD-R42F06DBD-GCaMP6f	11	F	movingEdge_4dir_20ds	2200	-5	11902.63	20	22	920	6	95	72	482/18	1.3	0			
170216_fly1_LDM_002	35	R59E08AD-R42F06DBD-GCaMP6f	11	F	staticMovingGrating_20deg_20ds_c1_12dir	4000	-5	11902.63	20	22	920	6	95	72	482/18	1.3	0			
170216_fly1_LDM_003	35	R59E08AD-R42F06DBD-GCaMP6f	11	F	movingBar_darkC1_5deg_4dir_20ds	2000	-5	11907.01	20	22	920	6	95	72	482/18	1.3	0			
